Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Supplier,Item_Type,Item_MRP,Sale_Date,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDG10,12.98787955,regular,0.010886324,Soyvan,Snack Foods,57.2588,15/01/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,801.6232
FDZ56,13.22476938,low fat,0.04506213,Funvex,Fruits and Vegetables,167.5474,02/12/2017,OUT019,1985,Small,Tier 1,Grocery Store,1010.6844
NCL41,12.35,low fat,0.041729735,Piperfide,Health and Hygiene,36.3216,03/12/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,276.9728
FDM39,6.42,low fat,0.053426165,Soyvan,Dairy,178.7002,04/08/2018,OUT013,1987,High,Tier 3,Supermarket Type1,4477.505
NCZ54,14.65,low fat,0.083488992,Wpmtov,Household,161.3552,23/03/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,7148.0288
FDT59,13.65,low fat,0.066255098,Rantsknox,Breads,229.4668,01/11/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,4837.7028
FDV20,20.2,regular,0.060045008,Rantsknox,Fruits and Vegetables,128.3678,25/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.8458
NCE43,12.5,low fat,0.10402738,Flufur,Household,172.2448,23/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928
FDP15,12.81734421,low fat,0.083536071,Sanvim,Meat,255.433,22/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,9227.988
FDO16,5.48,low fat,0.015169739,Soyvan,Frozen Foods,82.225,20/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.075
NCP41,13.14231395,low fat,0.028382853,Arisemews,Health and Hygiene,109.4596,13/03/2017,OUT019,1985,Small,Tier 1,Grocery Store,647.1576
DRD01,12.1,regular,0.061299601,Lyerut,Soft Drinks,56.2614,13/10/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,552.614
FDM56,16.7,low fat,0.070588621,Ifsgun,Fruits and Vegetables,107.9912,01/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1419.4856
FDS22,16.85,regular,0.023201357,Coynow,Snack Foods,45.9428,30/11/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,307.5996
FDX20,7.365,low fat,0.042626422,Borestabs,Fruits and Vegetables,227.072,25/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696
FDE34,9.195,low fat,0.108501676,Cspkit,Snack Foods,183.6634,21/01/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2362.9242
FDV50,14.3,low fat,0.122571209,Piperfide,Dairy,122.373,14/10/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,985.384
NCU17,5.32,low fat,0.093408695,Dampswiny,Health and Hygiene,101.2674,12/03/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2241.0828
NCP53,13.14231395,low fat,0.032731074,Borestabs,Health and Hygiene,235.6906,01/09/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744
FDW09,13.65,regular,0.043386131,Borestabs,Snack Foods,80.2302,11/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,79.2302
FDW55,12.6,regular,0.021969896,Humorvane,Fruits and Vegetables,248.6092,30/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3237.1196
NCE31,13.3847365,low fat,0.183948465,Losesimps,Household,33.6216,07/04/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,934.7832
FDO49,10.6,regular,0.033052168,Girthbrin,Breakfast,49.7008,26/06/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,961.4152
FDH34,12.98787955,low fat,0.054443762,Muralcell,Snack Foods,184.6582,30/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,185.7582
FDJ38,8.6,regular,0.040172077,Fewcad,Canned,188.553,23/05/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06
FDG32,19.85,low fat,0.175995526,Soyvan,Fruits and Vegetables,224.0772,12/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
DRQ35,9.3,low fat,0.042530668,Forksjohn,Hard Drinks,125.5388,19/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2848.2924
FDK25,12.76820225,regular,0.274592283,Lexlee,Breakfast,167.8474,07/11/2018,OUT019,1985,Small,Tier 1,Grocery Store,336.8948
FDD58,7.76,low fat,0.059594017,Wpmtov,Snack Foods,99.67,10/01/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1897.53
FDB15,10.895,low fat,0.136784873,Losesimps,Dairy,265.2568,05/03/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,4218.5088
DRF60,10.8,low fat,0.063972248,Cantouniv,Soft Drinks,238.1564,13/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,5243.8408
FDH04,12.86706128,regular,0.019912606,Floatchug,Frozen Foods,91.0488,05/02/2018,OUT019,1985,Small,Tier 1,Grocery Store,271.6464
FDM04,9.195,regular,0.04719387,Micronard,Frozen Foods,52.8666,06/09/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982
FDO58,19.6,low fat,0.039638705,Yamned,Snack Foods,166.0526,13/01/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.5994
FDQ24,15.7,low fat,0.074083388,Berryhypo,Baking Goods,253.3724,16/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,6795.1548
DRP35,18.85,low fat,0.091051579,Arisemews,Hard Drinks,127.4336,18/05/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,894.8352
DRI47,14.7,low fat,0.02090277,Scalebend,Hard Drinks,144.5128,30/11/2018,OUT013,1987,High,Tier 3,Supermarket Type1,3307.6944
FDF35,15,low fat,0.153861181,Humorvane,Starchy Foods,108.5938,28/03/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1393.5194
FDP31,21.1,regular,0.161504957,Fewcad,Fruits and Vegetables,65.0168,03/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168
FDQ52,17,low fat,0.119871307,Fitimp,Frozen Foods,248.3434,02/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,6208.585
FDM12,16.7,regular,0.069903773,Forksjohn,Baking Goods,188.6214,15/03/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,565.2642
NCS42,8.6,low fat,0.069416467,Rantsknox,Household,92.5146,03/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.7212
FDO31,6.76,regular,0.02914662,Soughscop,Fruits and Vegetables,79.296,17/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1118.544
FDU19,8.77,regular,0.046771477,Soyvan,Fruits and Vegetables,173.9422,12/01/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596
NCE19,13.3847365,low fat,0.092564193,Soughscop,Household,53.4956,28/05/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.2284
FDR16,5.845,regular,0.104998144,Betuhs,Frozen Foods,213.2218,28/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,7266.5412
FDF56,16.7,regular,0.119704498,Soughscop,Fruits and Vegetables,181.9976,16/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5432.928
DRJ59,11.65,low fat,0.03242518,Berryhypo,Hard Drinks,38.8164,07/02/2017,OUT010,1998,Small,Tier 3,Grocery Store,77.2328
FDH16,12.86706128,low fat,0.052300844,Soughscop,Frozen Foods,88.283,18/08/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2157.192
FDI28,14.3,low fat,0.026362624,Ifsgun,Frozen Foods,78.3302,21/06/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.6832
FDC58,12.98787955,low fat,0.066850223,Arisemews,Snack Foods,45.7428,01/03/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.1992
FDU13,8.355,low fat,0.187558629,Coynow,Canned,148.0418,18/03/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.418
FDX58,13.15,low fat,0.04376368,Lindymali,Snack Foods,183.095,27/09/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1830.95
FDU16,19.25,regular,0.065645239,Forksjohn,Frozen Foods,82.5908,12/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,922.7988
FDX35,5.035,regular,0.080072603,Girthbrin,Breads,228.2036,25/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2504.7396
FDL21,15.85,regular,0.007146415,Midnam,Snack Foods,41.048,26/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96
DRM37,15.35,low fat,0.096317593,Lovdom,Soft Drinks,197.3768,14/03/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3350.3056
FDR35,12.5,low fat,0.020729902,Netpit,Breads,197.2742,10/07/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3782.4098
FDW32,18.35,regular,0.15783357,Coynow,Fruits and Vegetables,87.5882,23/02/2018,OUT010,1998,Small,Tier 3,Grocery Store,171.7764
FDY34,12.98787955,regular,0.010928678,Lindymali,Snack Foods,167.0842,29/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,6465.5838
FDQ44,20.5,low fat,0.036110222,Yamned,Fruits and Vegetables,120.1756,12/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852
DRD24,13.85,low fat,0.030842963,Skidssops,Soft Drinks,143.1154,23/08/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2552.6772
DRE12,4.59,low fat,0.063972248,Loresgunk,Soft Drinks,111.186,13/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1245.046
NCX29,10,low fat,0.089078338,Yamned,Health and Hygiene,147.1102,04/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2916.204
FDS07,12.35,low fat,0.100164204,Booelf,Fruits and Vegetables,113.6518,17/01/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1593.9252
FDI27,13.4260689,regular,0.045763623,Aportzeds,Dairy,43.8744,23/09/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1222.4088
FDL02,20,regular,0.10399676,Shycrc,Canned,107.4622,07/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933
FDN58,13.8,regular,0.057104066,Sanvim,Snack Foods,232.6984,07/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.1904
DRK12,9.5,low fat,0.041971264,Dampswiny,Soft Drinks,33.39,11/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,732.38
FDC60,5.425,regular,0.114472403,Sanvim,Baking Goods,88.3514,11/04/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.6448
FDV45,16.75,low fat,0.045117476,Micronard,Snack Foods,187.9556,17/06/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2440.8228
FDB23,19.2,regular,0.067563564,Berryhypo,Starchy Foods,223.8062,28/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5642.655
NCA29,10.5,low fat,0.02727641,Sanvim,Household,171.3106,11/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.3226
FDO20,12.85,regular,0.152747503,Reeksmisc,Fruits and Vegetables,252.0382,27/12/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.4112
NCH55,13.3847365,low fat,0.060706749,Rantsknox,Household,127.502,03/12/2018,OUT019,1985,Small,Tier 1,Grocery Store,379.506
FDO32,6.36,low fat,0.120788077,Soyvan,Fruits and Vegetables,45.706,29/10/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,838.908
FDS59,11.34693627,regular,0.076851759,Berryhypo,Breads,111.857,01/06/2018,OUT019,1985,Small,Tier 1,Grocery Store,109.857
FDR59,14.5,regular,0.063810405,Girthbrin,Breads,263.2594,06/11/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2878.2534
FDS55,7.02,low fat,0.081328781,Coynow,Fruits and Vegetables,150.0734,12/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4454.202
FDT21,7.42,low fat,0.020387989,Yamned,Snack Foods,247.1092,28/12/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.1564
NCR38,17.25,low fat,0.113518466,Chaoszulu,Household,253.5724,23/11/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448
FDJ22,18.75,low fat,0.052917345,Forksjohn,Snack Foods,190.6504,28/10/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1342.2528
FDB57,20.25,regular,0.018911474,Aportzeds,Fruits and Vegetables,220.5772,15/11/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2446.1492
FDR52,12.65,regular,0.075981306,Forksjohn,Frozen Foods,192.3846,10/04/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1910.846
NCO41,12.5,low fat,0.018848862,Coynow,Health and Hygiene,96.7384,17/03/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.8448
FDG47,12.8,low fat,0.116527666,Piperfide,Starchy Foods,261.4252,20/10/2018,OUT010,1998,Small,Tier 3,Grocery Store,262.3252
FDB44,6.655,low fat,0.068512943,Dampswiny,Fruits and Vegetables,212.4586,13/11/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2743.7618
FDY14,10.3,low fat,0.070040195,Soughscop,Dairy,263.0226,13/11/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.1616
NCN55,14.6,low fat,0.059827007,Fewcad,Others,239.2538,29/01/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,3605.307
FDV48,9.195,regular,0.051827123,Leepad,Baking Goods,77.4644,07/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.1592
FDA21,13.65,low fat,0.03595391,Coynow,Snack Foods,185.2924,09/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.5708
FDZ27,7.935,low fat,0.017182935,Coynow,Dairy,51.235,04/08/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895
FDW58,20.75,low fat,0.007546808,Betuhs,Snack Foods,104.1622,08/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1693.7952
FDH45,15.1,regular,0.105831117,Reeksmisc,Fruits and Vegetables,41.6796,12/04/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.3124
FDH38,12.30570501,low fat,0.018275994,Muralcell,Canned,115.2808,25/11/2018,OUT019,1985,Small,Tier 1,Grocery Store,117.1808
FDL43,10.1,low fat,0.027064381,Betuhs,Meat,76.367,06/11/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,765.67
FDD38,12.30570501,regular,0.068129315,Funvex,Canned,100.3674,11/10/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.6132
FDV02,16.75,low fat,0.06063976,Midnam,Dairy,173.0106,25/09/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.3226
NCF31,9.13,low fat,0.051847425,Yamned,Household,152.8024,20/04/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.4192
NCN05,8.235,low fat,0.014518575,Syriameal,Health and Hygiene,182.195,08/03/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.235
FDZ16,16.85,regular,0.159722816,Flufur,Frozen Foods,194.1478,06/01/2017,OUT013,1987,High,Tier 3,Supermarket Type1,5812.434
NCT18,13.3847365,low fat,0.05911748,Booelf,Household,181.5976,26/04/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448
NCP50,17.35,low fat,0.020555958,Yamned,Others,79.4618,23/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.3596
FDW13,12.30570501,low fat,0.171383506,Syriameal,Canned,50.5324,25/01/2017,OUT019,1985,Small,Tier 1,Grocery Store,207.7296
NCS53,14.5,low fat,0.090286009,Volfig,Health and Hygiene,159.9604,08/08/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2218.4456
DRG03,14.5,low fat,0.061986574,Chaoszulu,Dairy,153.0998,29/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4921.5936
DRE60,9.395,low fat,0.160235723,Dampswiny,Soft Drinks,227.872,23/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1584.604
FDK21,7.905,low fat,0.010032624,Funvex,Snack Foods,248.3408,07/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,751.0224
FDF52,12.86706128,low fat,0.116928924,Midnam,Frozen Foods,183.3292,06/06/2017,OUT019,1985,Small,Tier 1,Grocery Store,364.8584
NCN43,13.85328467,low fat,0.011835436,Forksjohn,Others,121.373,24/02/2017,OUT019,1985,Small,Tier 1,Grocery Store,246.346
FDW13,8.5,low fat,0.097884718,Aportzeds,Canned,52.5324,24/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.4452
FDW14,8.3,regular,0.038204311,Cantouniv,Dairy,87.7198,22/07/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.6158
FDG24,7.975,low fat,0.014631149,Airare,Baking Goods,84.525,31/07/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,416.125
FDR19,13.5,regular,0.160044589,Dreamcoma,Fruits and Vegetables,145.4102,05/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3499.4448
NCG06,13.3847365,low fat,0.02930277,Hahlee,Household,256.1646,02/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.2858
FDK10,5.785,regular,0.040351229,Eyecub,Snack Foods,181.366,19/03/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.426
DRK12,9.5,low fat,0.042123243,Lyerut,Soft Drinks,32.09,16/10/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,432.77
FDY55,16.75,low fat,0.081485126,Lindymali,Fruits and Vegetables,258.0988,10/06/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,8994.958
FDV04,12.86706128,regular,0.149288779,Girthbrin,Frozen Foods,158.4288,06/09/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.4472
FDE23,17.6,regular,0.067563564,Wpmtov,Starchy Foods,46.006,14/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,326.242
FDI08,18.2,regular,0.066567121,Laxnod,Fruits and Vegetables,250.2092,14/07/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.1104
DRA12,11.6,low fat,0.068535039,Arisemews,Soft Drinks,143.0154,16/04/2018,OUT010,1998,Small,Tier 3,Grocery Store,283.6308
FDF22,6.865,low fat,0.057062186,Yamned,Snack Foods,212.0218,02/12/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.9398
FDQ57,7.275,low fat,0.027991093,Randymeri,Snack Foods,145.976,04/06/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.424
FDP07,18.2,low fat,0.089901774,Egopin,Fruits and Vegetables,197.511,09/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,392.822
DRE37,13.5,low fat,0.063972248,Lyerut,Soft Drinks,189.1872,26/03/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.872
DRF25,9,low fat,0.038892859,Muralcell,Soft Drinks,36.119,06/02/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1098.57
DRF03,19.1,low fat,0.045270426,Soyvan,Dairy,38.8138,20/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,731.0484
FDN51,17.85,regular,0.020942867,Micronard,Meat,260.2936,26/02/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.8976
FDD21,10.3,regular,0.030693756,Girthbrin,Fruits and Vegetables,114.2176,23/03/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.8344
NCY42,6.38,low fat,0.015162573,Hahlee,Household,145.147,04/07/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.087
FDH28,12.86706128,regular,0.065645239,Dreamcoma,Frozen Foods,37.0506,07/06/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.7156
NCZ29,15,low fat,0.119461188,Borestabs,Health and Hygiene,126.3362,02/11/2017,OUT010,1998,Small,Tier 3,Grocery Store,503.3448
FDN60,15.1,low fat,0.095158081,Losesimps,Baking Goods,159.2604,20/02/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.2872
NCW06,16.2,low fat,0.050545502,Hadjiprom,Household,191.6162,15/02/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.7458
NCS30,5.945,low fat,0.093405156,Airare,Household,129.3652,26/08/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.6168
FDW26,11.8,regular,0.179191782,Dreamcoma,Dairy,224.2772,29/08/2017,OUT010,1998,Small,Tier 3,Grocery Store,667.1316
FDQ01,19.7,regular,0.160951491,Bigshy,Canned,256.1014,13/07/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.0168
FDH27,13.4260689,low fat,0.102157958,Laxnod,Dairy,145.0128,15/01/2017,OUT019,1985,Small,Tier 1,Grocery Store,143.8128
NCX41,19,low fat,0.017791458,Airare,Health and Hygiene,211.9244,16/10/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.244
FDH58,12.3,low fat,0.036997104,Cspkit,Snack Foods,115.9834,30/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3012
DRB25,12.3,low fat,0.116261335,Skidssops,Soft Drinks,107.0938,20/11/2018,OUT010,1998,Small,Tier 3,Grocery Store,214.3876
FDG45,8.1,low fat,0.12829573,Floatchug,Fruits and Vegetables,210.4902,27/12/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,5309.755
FDP11,15.85,low fat,0.069100548,Skidssops,Breads,216.6166,29/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.6154
FDV19,14.85,regular,0.035257037,Reeksmisc,Fruits and Vegetables,161.2578,24/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,4171.9028
FDT32,19,regular,0.065633934,Skidssops,Fruits and Vegetables,186.5214,28/12/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.0568
NCU53,5.485,low fat,0.042743728,Cantouniv,Health and Hygiene,166.2842,06/07/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.4104
NCA30,19,low fat,0.129309277,Fitimp,Household,188.8872,16/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3592.6568
FDH20,16.1,regular,0.068512943,Midnam,Fruits and Vegetables,98.441,07/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,868.869
DRD25,6.135,low fat,0.063972248,Cspkit,Soft Drinks,114.286,19/04/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.906
FDK25,11.6,regular,0.156802171,Funvex,Breakfast,168.0474,05/07/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.6324
FDF02,16.2,low fat,0.103634038,Dreamcoma,Canned,101.399,20/10/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.99
FDC04,15.6,low fat,0.045055587,Fitimp,Dairy,242.3854,22/08/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.854
FDH21,10.395,low fat,0.031199028,Floatchug,Seafood,159.4604,22/10/2018,OUT013,1987,High,Tier 3,Supermarket Type1,316.9208
DRG03,14.5,low fat,0.062239081,Randymeri,Dairy,154.2998,13/12/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.7978
NCY06,15.25,low fat,0.06153089,Ileumshun,Household,132.2968,26/12/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1696.4584
FDM08,10.1,regular,0.053692878,Hadjiprom,Fruits and Vegetables,222.9088,18/06/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024
NCD31,12.1,low fat,0.01545846,Borestabs,Household,166.0526,21/07/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3617.9572
FDU09,12.98787955,regular,0.06627464,Eyecub,Snack Foods,54.1956,23/04/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.758
FDB49,8.3,regular,0.030274175,Dreamcoma,Baking Goods,98.5384,03/05/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.2296
FDQ58,7.315,low fat,0.015332872,Shycrc,Snack Foods,154.034,11/04/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,612.536
FDJ58,15.6,regular,0.10589167,Reeksmisc,Snack Foods,172.6764,02/10/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2920.1988
NCN30,13.3847365,low fat,0.016910914,Aportzeds,Household,96.641,16/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
FDA52,16.2,regular,0.128621941,Forksjohn,Frozen Foods,175.537,30/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
NCN42,13.3847365,low fat,0.014153743,Coynow,Household,145.6418,18/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.6868
FDF04,17.5,low fat,0.013637046,Skidssops,Frozen Foods,258.5304,01/12/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.9296
FDY15,18.25,regular,0.171523928,Ileumshun,Dairy,155.863,15/09/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.945
FDT03,12.81734421,low fat,0.009950343,Dampswiny,Meat,185.5608,12/11/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.6944
DRL59,11.40032787,low fat,0.037160705,Hadjiprom,Hard Drinks,54.2298,14/03/2018,OUT019,1985,Small,Tier 1,Grocery Store,161.7894
FDW08,12.1,low fat,0.148986013,Fewcad,Fruits and Vegetables,106.528,13/09/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1171.808
FDO50,16.25,low fat,0.078103689,Randymeri,Canned,91.1804,30/08/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDP26,7.785,low fat,0.140121306,Bigshy,Dairy,102.5306,14/06/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.8978
FDX01,10.1,low fat,0.040446145,Volfig,Canned,118.115,08/06/2017,OUT010,1998,Small,Tier 3,Grocery Store,116.515
FDU22,12.35,low fat,0.093824276,Volfig,Snack Foods,119.9124,31/03/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2014.7108
FDQ08,15.7,regular,0.018926773,Midnam,Fruits and Vegetables,60.2536,09/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1163.8184
NCN54,20.35,low fat,0.021322439,Leepad,Household,79.1328,01/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.7248
